Query	RS ID	Position	R2	D'	Gene Symbol	Gencode ID	Tissue	Non-effect Allele Freq	Effect Allele Freq	Effect Size	P-value
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RPL5P30	ENSG00000243431.1	Thyroid	G=0.683	C=0.317	0.157233	3.06202e-07
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Brain - Spinal cord (cervical c-1)	G=0.683	C=0.317	0.35885	6.88823e-06
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Esophagus - Mucosa	G=0.683	C=0.317	0.273598	1.44928e-07
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RPL5P30	ENSG00000243431.1	Esophagus - Mucosa	G=0.683	C=0.317	0.20689	1.54024e-05
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Breast - Mammary Tissue	G=0.683	C=0.317	0.328095	2.3324e-08
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	TREHP1	ENSG00000255239.1	Testis	G=0.683	C=0.317	-0.502894	1.50927e-09
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	AP002954.4	ENSG00000255422.1	Testis	G=0.683	C=0.317	-0.277832	7.20258e-08
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Adrenal Gland	G=0.683	C=0.317	0.346223	1.00247e-06
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	AP002954.4	ENSG00000255422.1	Whole Blood	G=0.683	C=0.317	0.486515	5.18117e-26
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Whole Blood	G=0.683	C=0.317	0.185614	4.50835e-05
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Brain - Cerebellum	G=0.683	C=0.317	0.31069	1.80785e-05
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	PHLDB1	ENSG00000019144.18	Brain - Cerebellum	G=0.683	C=0.317	-0.326125	1.58672e-08
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Brain - Hippocampus	G=0.683	C=0.317	0.30049	1.93593e-05
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Heart - Left Ventricle	G=0.683	C=0.317	0.241463	4.82645e-05
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Colon - Sigmoid	G=0.683	C=0.317	0.329331	2.24232e-08
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	PHLDB1	ENSG00000019144.18	Brain - Cerebellar Hemisphere	G=0.683	C=0.317	-0.359473	5.42398e-08
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RPL5P30	ENSG00000243431.1	Pituitary	G=0.683	C=0.317	0.264058	2.90502e-05
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Pituitary	G=0.683	C=0.317	0.265991	3.00841e-05
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Esophagus - Gastroesophageal Junction	G=0.683	C=0.317	0.296496	1.48982e-07
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Muscle - Skeletal	G=0.683	C=0.317	0.301878	5.04304e-15
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Adipose - Visceral (Omentum)	G=0.683	C=0.317	0.294263	8.40018e-09
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	TREH	ENSG00000118094.11	Adipose - Visceral (Omentum)	G=0.683	C=0.317	-0.16443	1.00589e-06
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Colon - Transverse	G=0.683	C=0.317	0.312302	2.79146e-07
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	IFT46	ENSG00000118096.7	Esophagus - Muscularis	G=0.683	C=0.317	-0.16388	2.17715e-05
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Esophagus - Muscularis	G=0.683	C=0.317	0.303196	2.75023e-10
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Artery - Aorta	G=0.683	C=0.317	0.25549	1.16984e-07
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Adipose - Subcutaneous	G=0.683	C=0.317	0.30468	8.20082e-11
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	AP002954.4	ENSG00000255422.1	Adipose - Subcutaneous	G=0.683	C=0.317	0.23069	6.38869e-07
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Skin - Not Sun Exposed (Suprapubic)	G=0.683	C=0.317	0.331182	1.58202e-11
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Prostate	G=0.683	C=0.317	0.321512	1.20593e-05
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	AP002954.3	ENSG00000255176.1	Nerve - Tibial	G=0.683	C=0.317	0.144071	1.09938e-05
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Nerve - Tibial	G=0.683	C=0.317	0.328355	3.22698e-10
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Artery - Tibial	G=0.683	C=0.317	0.226759	9.2611e-08
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Skin - Sun Exposed (Lower leg)	G=0.683	C=0.317	0.216285	6.8582e-06
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	RP11-158I9.8	ENSG00000278376.1	Heart - Atrial Appendage	G=0.683	C=0.317	0.257316	3.39401e-05
rs556437	rs12803321	chr11:118480115	0.1304688874921433	0.754054054054054	TREH	ENSG00000118094.11	Heart - Atrial Appendage	G=0.683	C=0.317	-0.267904	3.47248e-08
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	DDX6	ENSG00000110367.11	Cells - Cultured fibroblasts	T=0.685	C=0.315	0.113195	3.52222e-05
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Cells - Cultured fibroblasts	T=0.685	C=0.315	0.25202	5.84084e-05
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	PHLDB1	ENSG00000019144.18	Cells - Cultured fibroblasts	T=0.685	C=0.315	-0.120065	7.30364e-06
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	TREHP1	ENSG00000255239.1	Pancreas	T=0.685	C=0.315	-0.525897	7.48214e-12
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Pancreas	T=0.685	C=0.315	0.409786	2.80397e-07
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	AP002954.4	ENSG00000255422.1	Lung	T=0.685	C=0.315	0.366931	1.61187e-12
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Lung	T=0.685	C=0.315	0.315935	1.37595e-10
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Brain - Putamen (basal ganglia)	T=0.685	C=0.315	0.300835	9.31593e-06
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	PHLDB1	ENSG00000019144.18	Thyroid	T=0.685	C=0.315	-0.152114	2.42909e-07
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	TREH	ENSG00000118094.11	Thyroid	T=0.685	C=0.315	-0.265462	1.88692e-06
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RPL5P30	ENSG00000243431.1	Thyroid	T=0.685	C=0.315	0.170839	7.331e-08
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Thyroid	T=0.685	C=0.315	0.279654	3.2784e-10
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Brain - Spinal cord (cervical c-1)	T=0.685	C=0.315	0.385379	3.34439e-06
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RPL5P30	ENSG00000243431.1	Esophagus - Mucosa	T=0.685	C=0.315	0.212735	2.30422e-05
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Esophagus - Mucosa	T=0.685	C=0.315	0.274536	5.15211e-07
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Breast - Mammary Tissue	T=0.685	C=0.315	0.312508	3.91055e-07
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RPL5P30	ENSG00000243431.1	Testis	T=0.685	C=0.315	0.262698	5.95622e-05
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	AP002954.4	ENSG00000255422.1	Testis	T=0.685	C=0.315	-0.282826	1.50551e-07
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	TREHP1	ENSG00000255239.1	Testis	T=0.685	C=0.315	-0.518445	2.35947e-09
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Adrenal Gland	T=0.685	C=0.315	0.341276	4.63595e-06
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	AP002954.4	ENSG00000255422.1	Whole Blood	T=0.685	C=0.315	0.507991	1.20473e-26
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	PHLDB1	ENSG00000019144.18	Brain - Cerebellum	T=0.685	C=0.315	-0.318538	1.07426e-07
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	DDX6	ENSG00000110367.11	Brain - Cerebellum	T=0.685	C=0.315	-0.201345	4.20349e-05
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Brain - Cerebellum	T=0.685	C=0.315	0.32734	1.20771e-05
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Brain - Hippocampus	T=0.685	C=0.315	0.339906	3.72121e-06
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Heart - Left Ventricle	T=0.685	C=0.315	0.247264	6.98467e-05
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Colon - Sigmoid	T=0.685	C=0.315	0.357872	2.88005e-09
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	PHLDB1	ENSG00000019144.18	Brain - Cerebellar Hemisphere	T=0.685	C=0.315	-0.349385	5.05573e-07
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Pituitary	T=0.685	C=0.315	0.284677	1.77398e-05
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RPL5P30	ENSG00000243431.1	Pituitary	T=0.685	C=0.315	0.272652	3.45246e-05
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Esophagus - Gastroesophageal Junction	T=0.685	C=0.315	0.299699	4.07182e-07
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Muscle - Skeletal	T=0.685	C=0.315	0.302376	3.33866e-14
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Adipose - Visceral (Omentum)	T=0.685	C=0.315	0.293964	3.29214e-08
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	TREH	ENSG00000118094.11	Adipose - Visceral (Omentum)	T=0.685	C=0.315	-0.177132	3.92758e-07
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Colon - Transverse	T=0.685	C=0.315	0.314428	7.85556e-07
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Esophagus - Muscularis	T=0.685	C=0.315	0.3217	1.23374e-10
rs556437	rs67307131	chr11:118480223	0.13202563679347928	0.7620261771205168	RP11-158I9.8	ENSG00000278376.1	Artery - Aorta	T=0.685	C=0.315	0.267642	6.39255e-08
