Query	RS ID	Position	R2	D'	Gene Symbol	Gencode ID	Tissue	Non-effect Allele Freq	Effect Allele Freq	Effect Size	P-value
rs6925157	rs12211414	chr6:133037375	0.3236642410198388	0.6419534401129178	VNN2	ENSG00000112303.13	Stomach	A=0.578	T=0.422	-0.28763	1.69684e-08
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN3	ENSG00000093134.14	Lung	G=0.633	A=0.367	-0.180125	7.26686e-09
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Lung	G=0.633	A=0.367	-0.178778	1.7481e-09
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN3	ENSG00000093134.14	Thyroid	G=0.633	A=0.367	-0.26284	1.07391e-08
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Thyroid	G=0.633	A=0.367	-0.236037	6.76769e-09
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Breast - Mammary Tissue	G=0.633	A=0.367	-0.249029	8.58936e-09
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Adrenal Gland	G=0.633	A=0.367	-0.467857	1.41373e-10
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN3	ENSG00000093134.14	Whole Blood	G=0.633	A=0.367	-0.260317	6.07306e-25
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	RP1-55C23.7	ENSG00000234484.1	Whole Blood	G=0.633	A=0.367	0.158748	1.31885e-08
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN1	ENSG00000112299.7	Whole Blood	G=0.633	A=0.367	0.228517	1.47509e-16
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Whole Blood	G=0.633	A=0.367	-0.184327	2.34625e-21
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Artery - Coronary	G=0.633	A=0.367	-0.35146	2.28654e-09
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Spleen	G=0.633	A=0.367	-0.266197	8.533e-11
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN3	ENSG00000093134.14	Spleen	G=0.633	A=0.367	-0.206225	1.01696e-05
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN3	ENSG00000093134.14	Heart - Left Ventricle	G=0.633	A=0.367	-0.249196	1.18522e-06
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Esophagus - Gastroesophageal Junction	G=0.633	A=0.367	-0.253078	3.61398e-05
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN3	ENSG00000093134.14	Muscle - Skeletal	G=0.633	A=0.367	-0.192965	2.72547e-05
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN3	ENSG00000093134.14	Adipose - Visceral (Omentum)	G=0.633	A=0.367	-0.153038	5.69132e-05
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Adipose - Visceral (Omentum)	G=0.633	A=0.367	-0.201095	7.55423e-14
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN3	ENSG00000093134.14	Colon - Transverse	G=0.633	A=0.367	-0.249562	3.29061e-05
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Colon - Transverse	G=0.633	A=0.367	-0.230283	1.02453e-06
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Esophagus - Muscularis	G=0.633	A=0.367	-0.315175	2.33358e-10
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Artery - Aorta	G=0.633	A=0.367	-0.284065	8.9675e-09
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN3	ENSG00000093134.14	Artery - Aorta	G=0.633	A=0.367	-0.239557	1.89508e-05
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Adipose - Subcutaneous	G=0.633	A=0.367	-0.410373	1.02803e-26
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN3	ENSG00000093134.14	Adipose - Subcutaneous	G=0.633	A=0.367	-0.284334	7.15805e-11
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Nerve - Tibial	G=0.633	A=0.367	-0.38089	9.6889e-18
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN3	ENSG00000093134.14	Nerve - Tibial	G=0.633	A=0.367	-0.304482	1.18595e-09
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Artery - Tibial	G=0.633	A=0.367	-0.311848	1.9853e-13
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Skin - Sun Exposed (Lower leg)	G=0.633	A=0.367	-0.180786	2.39835e-05
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN1	ENSG00000112299.7	Liver	G=0.633	A=0.367	0.217278	1.7704e-05
rs6925157	rs6569826	chr6:133037468	0.4187760145059025	0.6512944914711334	VNN2	ENSG00000112303.13	Stomach	G=0.633	A=0.367	-0.289139	2.77028e-09
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN3	ENSG00000093134.14	Lung	G=0.594	T=0.406	-0.176961	2.7303e-08
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Lung	G=0.594	T=0.406	-0.176552	6.0899e-09
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN3	ENSG00000093134.14	Thyroid	G=0.594	T=0.406	-0.26782	9.62051e-09
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Thyroid	G=0.594	T=0.406	-0.245673	2.76764e-09
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Breast - Mammary Tissue	G=0.594	T=0.406	-0.273957	1.11319e-09
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Adrenal Gland	G=0.594	T=0.406	-0.527407	3.72002e-13
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	RP1-55C23.7	ENSG00000234484.1	Whole Blood	G=0.594	T=0.406	0.169701	4.08795e-09
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN1	ENSG00000112299.7	Whole Blood	G=0.594	T=0.406	0.261388	3.72882e-20
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Whole Blood	G=0.594	T=0.406	-0.218377	3.50729e-28
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	CCNG1P1	ENSG00000218991.1	Whole Blood	G=0.594	T=0.406	0.150796	0.000100311
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN3	ENSG00000093134.14	Whole Blood	G=0.594	T=0.406	-0.294404	4.91628e-30
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN3	ENSG00000093134.14	Artery - Coronary	G=0.594	T=0.406	-0.293006	3.38848e-05
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Artery - Coronary	G=0.594	T=0.406	-0.436534	7.85367e-13
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Spleen	G=0.594	T=0.406	-0.283302	1.11576e-11
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN3	ENSG00000093134.14	Spleen	G=0.594	T=0.406	-0.257912	4.42727e-08
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN3	ENSG00000093134.14	Heart - Left Ventricle	G=0.594	T=0.406	-0.250588	9.22331e-07
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Colon - Sigmoid	G=0.594	T=0.406	-0.27625	1.26379e-05
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Esophagus - Gastroesophageal Junction	G=0.594	T=0.406	-0.277675	1.32171e-05
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Adipose - Visceral (Omentum)	G=0.594	T=0.406	-0.226279	6.95108e-17
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN3	ENSG00000093134.14	Adipose - Visceral (Omentum)	G=0.594	T=0.406	-0.163263	2.34736e-05
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN3	ENSG00000093134.14	Colon - Transverse	G=0.594	T=0.406	-0.267589	2.35212e-05
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Colon - Transverse	G=0.594	T=0.406	-0.262124	1.16714e-07
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Esophagus - Muscularis	G=0.594	T=0.406	-0.354771	7.05354e-12
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN3	ENSG00000093134.14	Artery - Aorta	G=0.594	T=0.406	-0.277375	7.2518e-07
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Artery - Aorta	G=0.594	T=0.406	-0.333897	1.06938e-11
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Adipose - Subcutaneous	G=0.594	T=0.406	-0.446529	1.76258e-29
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN3	ENSG00000093134.14	Adipose - Subcutaneous	G=0.594	T=0.406	-0.296888	5.65574e-11
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN3	ENSG00000093134.14	Nerve - Tibial	G=0.594	T=0.406	-0.310227	1.51947e-09
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Nerve - Tibial	G=0.594	T=0.406	-0.412376	8.90385e-20
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Artery - Tibial	G=0.594	T=0.406	-0.352063	8.14629e-16
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Skin - Sun Exposed (Lower leg)	G=0.594	T=0.406	-0.198806	5.69877e-06
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN1	ENSG00000112299.7	Liver	G=0.594	T=0.406	0.217821	1.56657e-05
rs6925157	rs6569827	chr6:133037861	0.5040503527729395	0.7753203568163106	VNN2	ENSG00000112303.13	Stomach	G=0.594	T=0.406	-0.319565	2.05757e-10
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Pancreas	C=0.752	T=0.248	-0.29414	7.05921e-07
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN3	ENSG00000093134.14	Lung	C=0.752	T=0.248	-0.245417	1.38527e-13
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Lung	C=0.752	T=0.248	-0.257577	2.77127e-16
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	RP1-55C23.7	ENSG00000234484.1	Lung	C=0.752	T=0.248	0.24956	4.07498e-08
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Thyroid	C=0.752	T=0.248	-0.28609	2.88878e-11
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN3	ENSG00000093134.14	Thyroid	C=0.752	T=0.248	-0.299517	7.58042e-10
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN3	ENSG00000093134.14	Esophagus - Mucosa	C=0.752	T=0.248	-0.23029	5.12986e-10
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Esophagus - Mucosa	C=0.752	T=0.248	-0.245358	6.54024e-08
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Breast - Mammary Tissue	C=0.752	T=0.248	-0.27079	2.65781e-08
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN3	ENSG00000093134.14	Breast - Mammary Tissue	C=0.752	T=0.248	-0.271625	1.02879e-06
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Adrenal Gland	C=0.752	T=0.248	-0.467418	3.45656e-08
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN1	ENSG00000112299.7	Whole Blood	C=0.752	T=0.248	0.236232	1.15761e-15
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	RP1-55C23.7	ENSG00000234484.1	Whole Blood	C=0.752	T=0.248	0.360346	1.97436e-37
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Whole Blood	C=0.752	T=0.248	-0.263577	1.05687e-39
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN3	ENSG00000093134.14	Whole Blood	C=0.752	T=0.248	-0.371007	7.20201e-47
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Artery - Coronary	C=0.752	T=0.248	-0.341506	1.68499e-07
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN3	ENSG00000093134.14	Spleen	C=0.752	T=0.248	-0.32516	1.93181e-11
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	RP1-55C23.7	ENSG00000234484.1	Spleen	C=0.752	T=0.248	0.281626	2.24328e-07
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Spleen	C=0.752	T=0.248	-0.336789	4.01448e-15
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN3	ENSG00000093134.14	Heart - Left Ventricle	C=0.752	T=0.248	-0.280699	3.3861e-07
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Heart - Left Ventricle	C=0.752	T=0.248	-0.203646	1.34156e-05
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Colon - Sigmoid	C=0.752	T=0.248	-0.292858	1.8429e-05
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Esophagus - Gastroesophageal Junction	C=0.752	T=0.248	-0.311691	4.69448e-06
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN3	ENSG00000093134.14	Muscle - Skeletal	C=0.752	T=0.248	-0.213657	2.20032e-05
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN3	ENSG00000093134.14	Adipose - Visceral (Omentum)	C=0.752	T=0.248	-0.199232	5.96057e-07
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Adipose - Visceral (Omentum)	C=0.752	T=0.248	-0.22565	1.35442e-15
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN3	ENSG00000093134.14	Colon - Transverse	C=0.752	T=0.248	-0.283813	1.01029e-05
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Colon - Transverse	C=0.752	T=0.248	-0.271537	6.63161e-08
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN2	ENSG00000112303.13	Esophagus - Muscularis	C=0.752	T=0.248	-0.353464	1.24734e-10
rs6925157	rs10872396	chr6:133038179	0.3503307280026889	0.7798439937597504	VNN3	ENSG00000093134.14	Artery - Aorta	C=0.752	T=0.248	-0.338404	3.60893e-08
